commits,commits_per_month,changes,changes_per_commit,changes_per_month,grade
37,7,2906,78,581,8.5
13,2,417,32,83,5.33
48,9,1412,29,282,6.96
22,4,278,12,55,5.17
20,4,428,21,85,5.63
42,8,1862,44,372,7.35
10,2,731,73,146,7.32
14,2,644,46,128,5.82
30,6,2411,80,482,8.41
23,4,784,34,156,6.01
19,3,1093,57,218,6.62
31,6,1605,51,321,7.23
26,5,117,4,23,5.1
22,4,1818,82,363,7.99
31,6,879,28,175,6.29
46,9,3028,65,605,8.41
36,7,1587,44,317,7.14
41,8,959,23,191,6.51
21,4,1065,50,213,6.76
13,2,775,59,155,6.43
18,3,622,34,124,5.75
27,5,1796,66,359,7.58
34,6,1057,31,211,6.36
14,2,122,8,24,4.29
29,5,2748,94,549,8.66
20,4,1637,81,327,8.05
32,6,2131,66,426,7.81
43,8,325,7,65,5.87
34,6,1270,37,254,6.61
35,7,1683,48,336,7.32
50,10,3297,65,659,8.62
46,9,272,5,54,6.0
17,3,226,13,45,4.96
16,3,849,53,169,6.63
25,5,2006,80,401,8.2
11,2,732,66,146,6.9
27,5,1494,55,298,7.13
25,5,1499,59,299,7.37
23,4,838,36,167,6.1
48,9,2370,49,474,7.76
30,6,626,20,125,6.01
38,7,517,13,103,5.89
33,6,2953,89,590,8.71
15,3,424,28,84,5.71
22,4,157,7,31,4.96
17,3,322,18,64,5.17
35,7,2734,78,546,8.52
30,6,2267,75,453,8.21
32,6,2398,74,479,8.13
41,8,1933,47,386,7.47
43,8,2562,59,512,7.95
12,2,735,61,147,6.59
43,8,598,13,119,6.11
29,5,2854,98,570,8.81
35,7,2554,72,510,8.3
43,8,3145,73,629,8.5
16,3,351,21,70,5.37
33,6,1004,30,200,6.34
41,8,1751,42,350,7.28
34,6,286,8,57,5.45
49,9,2977,60,595,8.21
43,8,3659,85,731,8.98
43,8,1561,36,312,7.03
49,9,2799,57,559,8.08
26,5,763,29,152,6.12
23,4,1145,49,229,6.63
29,5,1615,55,323,7.1
26,5,359,13,71,5.48
13,2,1160,89,232,7.62
42,8,1460,34,292,6.96
34,6,346,10,69,5.52
41,8,303,7,60,5.86
43,8,4254,98,850,9.52
28,5,2114,75,422,7.91
43,8,3648,84,729,8.96
23,4,1729,75,345,7.66
37,7,1358,36,271,6.82
34,6,3092,90,618,8.74
26,5,538,20,107,5.77
46,9,4236,92,847,9.48
36,7,530,14,106,5.96
47,9,595,12,119,6.29
46,9,1578,34,315,7.16
18,3,359,19,71,5.14
28,5,1881,67,376,7.59
26,5,2009,77,401,8.04
48,9,830,17,166,6.48
18,3,301,16,60,5.03
18,3,1709,94,341,8.16
29,5,2517,86,503,8.34
42,8,2036,48,407,7.51
48,9,4020,83,804,9.13
30,6,2285,76,457,8.24
49,9,2382,48,476,7.73
35,7,2834,80,566,8.62
22,4,880,40,176,6.3
43,8,3735,86,747,9.04
19,3,1874,98,374,8.27
19,3,754,39,150,5.9
43,8,1184,27,236,6.66
33,6,2723,82,544,8.43
14,2,1209,86,241,7.43
28,5,2778,99,555,8.87
39,7,1076,27,215,6.44
29,5,909,31,181,6.12
28,5,2690,96,538,8.75
30,6,2029,67,405,7.89
21,4,140,6,28,5.0
27,5,1014,37,202,6.42
14,2,622,44,124,5.75
20,4,326,16,65,5.44
21,4,514,24,102,5.7
28,5,969,34,193,6.27
12,2,282,23,56,5.06
16,3,484,30,96,5.7
40,8,3726,93,745,9.32
12,2,808,67,161,6.83
47,9,2186,46,437,7.64
14,2,209,14,41,4.53
18,3,251,13,50,4.92
27,5,341,12,68,5.42
30,6,2378,79,475,8.36
21,4,1915,91,383,8.39
14,2,762,54,152,6.15
12,2,603,50,120,6.14
30,6,831,27,166,6.29
42,8,523,12,104,6.06
39,7,2892,74,578,8.32
27,5,561,20,112,5.74
44,8,3460,78,692,8.71
45,9,3209,71,641,8.64
29,5,2021,69,404,7.66
42,8,382,9,76,5.94
48,9,694,14,138,6.35
32,6,2541,79,508,8.32
14,2,986,70,197,6.8
12,2,1163,96,232,8.0
15,3,656,43,131,6.33
11,2,887,80,177,7.47
29,5,436,15,87,5.48
34,6,372,10,74,5.53
46,9,3504,76,700,8.84
16,3,589,36,117,5.96
22,4,2084,94,416,8.47
19,3,1029,54,205,6.49
39,7,587,15,117,5.95
42,8,2572,61,514,8.03
20,4,1515,75,303,7.82
32,6,2032,63,406,7.68
49,9,4825,98,965,9.73
15,3,764,50,152,6.61
47,9,619,13,123,6.31
32,6,1577,49,315,7.12
12,2,865,72,173,7.03
24,4,1437,59,287,7.0
37,7,3086,83,617,8.7
38,7,2353,61,470,7.82
26,5,550,21,110,5.81
17,3,1027,60,205,6.85
20,4,971,48,194,6.73
26,5,2243,86,448,8.41
16,3,519,32,103,5.79
23,4,714,31,142,5.89
32,6,3092,96,618,9.01
30,6,2264,75,452,8.21
21,4,1873,89,374,8.31
24,4,1584,66,316,7.26
23,4,174,7,34,4.9
47,9,1338,28,267,6.92
35,7,2389,68,477,8.12
48,9,3151,65,630,8.41
30,6,2701,90,540,8.8
38,7,2572,67,514,8.05
32,6,2086,65,417,7.76
13,2,299,23,59,4.95
18,3,1053,58,210,6.71
32,6,482,15,96,5.75
22,4,1595,72,319,7.59
36,7,3358,93,671,9.11
15,3,1079,71,215,7.45
48,9,1316,27,263,6.88
20,4,1896,94,379,8.57
37,7,1286,34,257,6.75
20,4,1993,99,398,8.77
34,6,2761,81,552,8.37
39,7,3641,93,728,9.08
15,3,993,66,198,7.24
31,6,567,18,113,5.89
43,8,936,21,187,6.43
28,5,1844,65,368,7.52
48,9,4055,84,811,9.16
32,6,1614,50,322,7.16
37,7,3026,81,605,8.63
37,7,1479,39,295,6.95
48,9,2689,56,537,8.03
45,9,3921,87,784,9.28
26,5,481,18,96,5.69
17,3,1356,79,271,7.62
42,8,601,14,120,6.15
29,5,1864,64,372,7.45
47,9,4469,95,893,9.59
40,8,356,8,71,5.93
47,9,3947,83,789,9.13
25,5,405,16,81,5.64
25,5,1680,67,336,7.68
18,3,778,43,155,6.1
45,9,844,18,168,6.53
44,8,852,19,170,6.34
49,9,2454,50,490,7.8
46,9,3463,75,692,8.8
11,2,1091,99,218,8.22
42,8,518,12,103,6.06
16,3,1499,93,299,8.24
20,4,1537,76,307,7.85
12,2,391,32,78,5.43
50,10,1170,23,234,6.93
49,9,2133,43,426,7.52
19,3,658,34,131,5.7
39,7,1490,38,298,6.88
39,7,3857,98,771,9.29
36,7,527,14,105,5.95
16,3,715,44,143,6.29
48,9,3349,69,669,8.57
39,7,710,18,142,6.08
46,9,4304,93,860,9.53
24,4,1733,72,346,7.51
21,4,356,16,71,5.4
50,10,2177,43,435,7.73
45,9,1580,35,316,7.2
18,3,1002,55,200,6.6
22,4,252,11,50,5.13
33,6,607,18,121,5.86
24,4,947,39,189,6.19
21,4,792,37,158,6.23
38,7,2176,57,435,7.65
21,4,454,21,90,5.58
41,8,210,5,42,5.79
29,5,569,19,113,5.64
32,6,2598,81,519,8.4
25,5,1254,50,250,7.0
47,9,3842,81,768,9.05
24,4,1868,77,373,7.72
48,9,2424,50,484,7.8
11,2,1071,97,214,8.14
44,8,4069,92,813,9.27
23,4,1125,48,225,6.6
45,9,2958,65,591,8.41
27,5,128,4,25,5.06
43,8,421,9,84,5.95
29,5,2775,95,555,8.7
49,9,3098,63,619,8.32
30,6,479,15,95,5.8
34,6,220,6,44,5.37
48,9,3319,69,663,8.56
22,4,1134,51,226,6.74
50,10,2836,56,567,8.25
42,8,3077,73,615,8.51
40,8,149,3,29,5.68
24,4,383,15,76,5.23
21,4,878,41,175,6.39
21,4,1874,89,374,8.31
50,10,596,11,119,6.46
31,6,1631,52,326,7.27
11,2,752,68,150,6.98
12,2,565,47,113,6.03
36,7,2661,73,532,8.32
45,9,3493,77,698,8.89
43,8,2751,63,550,8.12
19,3,1350,71,270,7.18
38,7,2340,61,468,7.81
27,5,403,14,80,5.5
33,6,463,14,92,5.69
28,5,1774,63,354,7.43
37,7,2637,71,527,8.22
25,5,970,38,194,6.54
19,3,1113,58,222,6.67
28,5,2258,80,451,8.12
26,5,783,30,156,6.16
34,6,2546,74,509,8.1
40,8,3741,93,748,9.33
10,2,194,19,38,5.13
18,3,1070,59,214,6.76
21,4,1929,91,385,8.4
32,6,2335,72,467,8.05
19,3,1473,77,294,7.43
20,4,239,11,47,5.23
37,7,146,3,29,5.5
20,4,1096,54,219,6.97
33,6,2927,88,585,8.67
23,4,1840,80,368,7.86
25,5,734,29,146,6.16
25,5,1074,42,214,6.69
15,3,249,16,49,5.22
45,9,847,18,169,6.53
42,8,1394,33,278,6.9
44,8,2858,64,571,8.16
25,5,914,36,182,6.44
11,2,173,15,34,4.84
48,9,4719,98,943,9.72
20,4,1744,87,348,8.28
26,5,678,26,135,6.0
31,6,2090,67,418,7.86
27,5,2102,77,420,8.03
27,5,2021,74,404,7.91
35,7,2773,79,554,8.56
26,5,1364,52,272,7.05
33,6,1396,42,279,6.82
24,4,1290,53,258,6.76
31,6,2192,70,438,7.99
11,2,390,35,78,5.67
50,10,1350,27,270,7.08
10,2,354,35,70,5.79
41,8,860,20,172,6.41
18,3,1461,81,292,7.63
32,6,1149,35,229,6.57
30,6,1865,62,373,7.68
35,7,588,16,117,6.05
16,3,703,43,140,6.25
45,9,779,17,155,6.48
36,7,739,20,147,6.18
30,6,867,28,173,6.33
13,2,533,41,106,5.69
21,4,1399,66,279,7.39
45,9,1254,27,250,6.89
42,8,4200,100,840,9.58
40,8,2999,74,599,8.58
43,8,2303,53,460,7.71
25,5,1561,62,312,7.49
38,7,3228,84,645,8.74
26,5,1366,52,273,7.05
22,4,1496,68,299,7.42
41,8,217,5,43,5.78
12,2,707,58,141,6.48
41,8,2340,57,468,7.87
13,2,514,39,102,5.61
23,4,1434,62,286,7.14
29,5,2156,74,431,7.85
43,8,2033,47,406,7.46
34,6,1946,57,389,7.41
31,6,1889,60,377,7.59
19,3,279,14,55,4.88
28,5,122,4,24,5.04
50,10,2970,59,594,8.37
37,7,1817,49,363,7.33
25,5,2352,94,470,8.76
41,8,3203,78,640,8.71
20,4,274,13,54,5.3
11,2,499,45,99,6.05
28,5,1910,68,382,7.63
29,5,298,10,59,5.27
45,9,1312,29,262,6.96
10,2,347,34,69,5.76
35,7,3340,95,668,9.21
16,3,870,54,174,6.68
46,9,2581,56,516,8.04
46,9,3093,67,618,8.48
10,2,613,61,122,6.84
25,5,1692,67,338,7.69
11,2,689,62,137,6.74
31,6,2325,75,465,8.18
13,2,856,65,171,6.67
31,6,2865,92,573,8.86
16,3,958,59,191,6.89
42,8,383,9,76,5.93
12,2,317,26,63,5.18
14,2,697,49,139,5.96
11,2,1092,99,218,8.22
47,9,740,15,148,6.41
30,6,351,11,70,5.65
43,8,1557,36,311,7.02
30,6,873,29,174,6.36
37,7,1928,52,385,7.45
11,2,523,47,104,6.14
18,3,1135,63,227,6.91
28,5,1771,63,354,7.43
49,9,3488,71,697,8.64
15,3,565,37,113,6.09
34,6,790,23,158,6.05
45,9,2013,44,402,7.57
24,4,1837,76,367,7.68
27,5,1333,49,266,6.89
44,8,4312,98,862,9.5
26,5,1234,47,246,6.85
26,5,349,13,69,5.47
17,3,1397,82,279,7.73
45,9,3638,80,727,9.02
21,4,1588,75,317,7.75
50,10,1598,31,319,7.26
20,4,1780,89,356,8.36
23,4,1698,73,339,7.59
10,2,592,59,118,6.76
34,6,1986,58,397,7.45
47,9,1077,22,215,6.69
12,2,738,61,147,6.59
21,4,1826,86,365,8.2
31,6,820,26,164,6.22
34,6,833,24,166,6.09
14,2,290,20,58,4.8
12,2,172,14,34,4.69
42,8,3201,76,640,8.63
15,3,1261,84,252,7.96
50,10,214,4,42,6.13
47,9,1231,26,246,6.84
22,4,1181,53,236,6.83
44,8,370,8,74,5.91
41,8,912,22,182,6.47
50,10,3033,60,606,8.41
25,5,1420,56,284,7.26
11,2,662,60,132,6.66
27,5,1069,39,213,6.5
17,3,175,10,35,4.85
38,7,3566,93,713,9.1
31,6,2408,77,481,8.27
35,7,1459,41,291,7.05
35,7,3202,91,640,9.05
20,4,1036,51,207,6.85
33,6,2170,65,434,7.75
33,6,733,22,146,6.01
31,6,2896,93,579,8.9
17,3,1043,61,208,6.89
22,4,587,26,117,5.75
48,9,3573,74,714,8.76
21,4,1705,81,341,7.99
18,3,1190,66,238,7.03
21,4,1051,50,210,6.74
19,3,299,15,59,4.93
48,9,2316,48,463,7.72
35,7,1740,49,348,7.37
20,4,353,17,70,5.48
39,7,2735,70,547,8.16
50,10,665,13,133,6.53
32,6,252,7,50,5.44
17,3,1119,65,223,7.05
42,8,777,18,155,6.31
17,3,315,18,63,5.18
36,7,2651,73,530,8.32
24,4,1129,47,225,6.5
49,9,2612,53,522,7.92
42,8,1128,26,225,6.64
26,5,1255,48,251,6.89
17,3,359,21,71,5.26
14,2,1381,98,276,7.92
32,6,1754,54,350,7.33
23,4,1914,83,382,7.98
30,6,367,12,73,5.67
10,2,208,20,41,5.19
24,4,1328,55,265,6.83
48,9,3527,73,705,8.72
42,8,3626,86,725,9.03
46,9,1947,42,389,7.48
48,9,4726,98,945,9.72
19,3,1223,64,244,6.9
11,2,748,68,149,6.97
34,6,2638,77,527,8.21
44,8,442,10,88,5.97
34,6,3086,90,617,8.74
15,3,1063,70,212,7.41
29,5,1348,46,269,6.73
49,9,3766,76,753,8.85
21,4,1215,57,243,7.04
46,9,3219,69,643,8.57
24,4,398,16,79,5.26
33,6,2484,75,496,8.14
36,7,274,7,54,5.65
41,8,1205,29,241,6.76
29,5,311,10,62,5.29
16,3,826,51,165,6.57
17,3,800,47,160,6.33
26,5,1326,51,265,7.0
24,4,574,23,114,5.55
30,6,510,17,102,5.88
14,2,867,61,173,6.44
41,8,3153,76,630,8.65
47,9,1954,41,390,7.44
36,7,2332,64,466,7.96
16,3,421,26,84,5.56
11,2,892,81,178,7.5
26,5,1056,40,211,6.57
38,7,1532,40,306,6.97
41,8,3717,90,743,9.2
10,2,504,50,100,6.39
47,9,1951,41,390,7.44
19,3,615,32,123,5.63
33,6,1328,40,265,6.74
29,5,1259,43,251,6.61
24,4,341,14,68,5.18
21,4,1490,70,298,7.56
26,5,738,28,147,6.08
44,8,1219,27,243,6.67
44,8,851,19,170,6.34
32,6,1615,50,323,7.16
30,6,235,7,47,5.5
44,8,4339,98,867,9.51
20,4,360,18,72,5.52
30,6,600,20,120,6.0
26,5,864,33,172,6.28
34,6,1651,48,330,7.05
12,2,415,34,83,5.52
49,9,1246,25,249,6.8
22,4,1926,87,385,8.19
44,8,1391,31,278,6.83
42,8,4093,97,818,9.47
36,7,2870,79,574,8.56
35,7,362,10,72,5.8
21,4,620,29,124,5.92
22,4,785,35,157,6.11
23,4,574,24,114,5.62
10,2,217,21,43,5.24
13,2,394,30,78,5.24
22,4,2150,97,430,8.59
34,6,1733,50,346,7.14
16,3,586,36,117,5.96
40,8,1310,32,262,6.89
29,5,2616,90,523,8.49
35,7,2780,79,556,8.57
34,6,1118,32,223,6.42
43,8,3271,76,654,8.62
41,8,3476,84,695,8.97
17,3,1519,89,303,8.01
33,6,2742,83,548,8.46
15,3,1030,68,206,7.33
27,5,2366,87,473,8.42
45,9,4455,99,891,9.76
16,3,516,32,103,5.8
16,3,735,45,147,6.33
11,2,293,26,58,5.29
14,2,939,67,187,6.66
44,8,723,16,144,6.22
11,2,848,77,169,7.33
30,6,1243,41,248,6.84
43,8,4179,97,835,9.46
10,2,510,51,102,6.44
33,6,2772,84,554,8.5
38,7,3273,86,654,8.8
22,4,1683,76,336,7.74
23,4,2084,90,416,8.27
13,2,124,9,24,4.36
47,9,2054,43,410,7.53
36,7,100,2,20,5.48
36,7,1249,34,249,6.75
36,7,3283,91,656,9.03
25,5,2288,91,457,8.65
33,6,1766,53,353,7.27
42,8,430,10,86,5.99
45,9,2493,55,498,8.01
47,9,4537,96,907,9.64
25,5,2458,98,491,8.92
41,8,3243,79,648,8.75
29,5,2574,88,514,8.42
42,8,3325,79,665,8.75
43,8,2146,49,429,7.56
28,5,2475,88,495,8.43
49,9,2459,50,491,7.8
23,4,2135,92,427,8.36
19,3,857,45,171,6.14
47,9,1299,27,259,6.88
50,10,2328,46,465,7.85
35,7,3130,89,626,8.97
44,8,1331,30,266,6.78
17,3,1395,82,279,7.73
39,7,3560,91,712,9.0
38,7,714,18,142,6.09
49,9,4106,83,821,9.13
17,3,663,39,132,6.0
43,8,3191,74,638,8.54
25,5,1613,64,322,7.57
14,2,1201,85,240,7.4
40,8,670,16,134,6.26
15,3,1094,72,218,7.49
11,2,399,36,79,5.68
11,2,719,65,143,6.85
44,8,361,8,72,5.9
25,5,212,8,42,5.31
11,2,438,39,87,5.82
13,2,361,27,72,5.15
18,3,1391,77,278,7.47
17,3,1334,78,266,7.57
31,6,2553,82,510,8.46
38,7,211,5,42,5.56
49,9,4513,92,902,9.48
39,7,2959,75,591,8.37
21,4,1202,57,240,7.03
39,7,1221,31,244,6.6
46,9,3532,76,706,8.85
29,5,2717,93,543,8.62
38,7,1125,29,225,6.53
25,5,2284,91,456,8.64
49,9,4669,95,933,9.6
48,9,1132,23,226,6.72
25,5,1110,44,222,6.77
22,4,1390,63,278,7.22
12,2,262,21,52,4.99
37,7,2893,78,578,8.49
37,7,1346,36,269,6.82
18,3,343,19,68,5.13
47,9,3507,74,701,8.77
24,4,894,37,178,6.1
15,3,735,49,147,6.56
38,7,3214,84,642,8.73
15,3,558,37,111,6.07
47,9,1696,36,339,7.24
26,5,1676,64,335,7.53
44,8,2642,60,528,7.98
18,3,578,32,115,5.66
11,2,154,14,30,4.77
22,4,333,15,66,5.28
49,9,2127,43,425,7.52
44,8,3667,83,733,8.9
19,3,618,32,123,5.62
25,5,1370,54,274,7.18
13,2,1193,91,238,7.71
29,5,2218,76,443,7.93
42,8,3852,91,770,9.24
20,4,1941,97,388,8.68
25,5,567,22,113,5.89
38,7,3204,84,640,8.73
12,2,415,34,83,5.52
16,3,317,19,63,5.28
10,2,617,61,123,6.85
19,3,1348,70,269,7.15
39,7,2696,69,539,8.12
45,9,4248,94,849,9.57
47,9,1776,37,355,7.29
31,6,727,23,145,6.1
20,4,518,25,103,5.81
30,6,2297,76,459,8.25
45,9,3958,87,791,9.3
28,5,2112,75,422,7.91
22,4,293,13,58,5.2
30,6,152,5,30,5.38
23,4,1666,72,333,7.55
20,4,625,31,125,6.04
45,9,4382,97,876,9.69
42,8,1770,42,354,7.27
17,3,534,31,106,5.68
14,2,734,52,146,6.07
41,8,3337,81,667,8.84
33,6,129,3,25,5.21
46,9,611,13,122,6.32
11,2,1094,99,218,8.22
28,5,893,31,178,6.16
49,9,1460,29,292,6.97
20,4,409,20,81,5.59
24,4,1275,53,255,6.75
24,4,105,4,21,4.79
27,5,2367,87,473,8.42
10,2,468,46,93,6.24
50,10,3271,65,654,8.61
28,5,106,3,21,5.02
38,7,812,21,162,6.2
45,9,3162,70,632,8.6
29,5,2449,84,489,8.25
46,9,4257,92,851,9.49
16,3,856,53,171,6.64
46,9,1777,38,355,7.33
20,4,1292,64,258,7.37
42,8,1316,31,263,6.83
28,5,1435,51,287,6.95
35,7,425,12,85,5.88
39,7,3830,98,766,9.28
38,7,1542,40,308,6.97
13,2,865,66,173,6.71
32,6,809,25,161,6.15
34,6,2537,74,507,8.1
17,3,885,52,177,6.53
32,6,1040,32,208,6.44
33,6,2929,88,585,8.67
19,3,505,26,101,5.39
24,4,2256,94,451,8.39
24,4,331,13,66,5.16
10,2,895,89,179,7.97
40,8,3091,77,618,8.68
35,7,3126,89,625,8.97
40,8,882,22,176,6.48
14,2,1387,99,277,7.95
16,3,397,24,79,5.48
41,8,1742,42,348,7.28
32,6,3096,96,619,9.01
15,3,967,64,193,7.17
26,5,953,36,190,6.41
22,4,1173,53,234,6.82
24,4,1124,46,224,6.48
15,3,469,31,93,5.83
39,7,3413,87,682,8.84
40,8,511,12,102,6.09
21,4,1576,75,315,7.74
28,5,2457,87,491,8.4
12,2,649,54,129,6.3
38,7,2646,69,529,8.13
23,4,436,18,87,5.39
50,10,1085,21,217,6.85
10,2,396,39,79,5.97
39,7,1419,36,283,6.8
36,7,3266,90,653,9.0
28,5,564,20,112,5.69
23,4,895,38,179,6.2
37,7,3088,83,617,8.7
27,5,539,19,107,5.7
44,8,672,15,134,6.18
16,3,1432,89,286,8.08
32,6,2314,72,462,8.04
41,8,659,16,131,6.22
12,2,582,48,116,6.07
26,5,481,18,96,5.69
26,5,2047,78,409,8.1
30,6,1129,37,225,6.69
41,8,2158,52,431,7.68
40,8,2161,54,432,7.76
24,4,1719,71,343,7.47
33,6,3187,96,637,8.99
13,2,1141,87,228,7.55
26,5,2374,91,474,8.61
26,5,1062,40,212,6.58
12,2,106,8,21,4.46
46,9,4156,90,831,9.4
12,2,755,62,151,6.65
21,4,1117,53,223,6.86
10,2,595,59,119,6.77
23,4,1679,73,335,7.57
23,4,2022,87,404,8.16
43,8,2168,50,433,7.59
43,8,638,14,127,6.15
50,10,299,5,59,6.19
45,9,1647,36,329,7.25
10,2,465,46,93,6.25
29,5,985,33,197,6.22
49,9,2191,44,438,7.57
25,5,2003,80,400,8.2
24,4,569,23,113,5.55
26,5,940,36,188,6.41
27,5,1452,53,290,7.06
28,5,1352,48,270,6.83
14,2,399,28,79,5.1
27,5,2096,77,419,8.02
34,6,597,17,119,5.81
19,3,1704,89,340,7.91
31,6,1251,40,250,6.78
28,5,2476,88,495,8.43
33,6,209,6,41,5.35
29,5,726,25,145,5.88
40,8,2692,67,538,8.28
12,2,1083,90,216,7.75
23,4,1886,82,377,7.94
41,8,358,8,71,5.91
40,8,2518,62,503,8.1
37,7,1780,48,356,7.29
17,3,783,46,156,6.28
44,8,307,6,61,5.82
39,7,2838,72,567,8.25
25,5,1312,52,262,7.09
16,3,736,46,147,6.35
45,9,3077,68,615,8.53
30,6,2325,77,465,8.29
27,5,2025,75,405,7.93
22,4,1822,82,364,7.99
27,5,2138,79,427,8.09
40,8,3545,88,709,9.13
32,6,463,14,92,5.71
15,3,401,26,80,5.65
19,3,1384,72,276,7.23
14,2,1206,86,241,7.43
11,2,777,70,155,7.07
28,5,682,24,136,5.87
49,9,2946,60,589,8.2
33,6,1573,47,314,7.03
14,2,1035,73,207,6.93
25,5,2017,80,403,8.21
33,6,435,13,87,5.66
28,5,1894,67,378,7.59
32,6,1533,47,306,7.05
28,5,359,12,71,5.38
10,2,337,33,67,5.72
43,8,4002,93,800,9.3
50,10,3437,68,687,8.73
49,9,2187,44,437,7.57
27,5,146,5,29,5.13
26,5,848,32,169,6.25
30,6,368,12,73,5.67
27,5,1481,54,296,7.11
22,4,266,12,53,5.17
10,2,979,97,195,8.29
21,4,286,13,57,5.27
26,5,2288,88,457,8.48
42,8,1355,32,271,6.87
34,6,886,26,177,6.16
45,9,209,4,41,5.93
34,6,1166,34,233,6.49
10,2,391,39,78,5.96
26,5,892,34,178,6.32
46,9,1334,29,266,6.95
31,6,1692,54,338,7.34
41,8,950,23,190,6.51
13,2,349,26,69,5.09
19,3,1261,66,252,6.98
29,5,1303,44,260,6.66
24,4,201,8,40,4.94
33,6,3148,95,629,8.94
20,4,565,28,113,5.92
14,2,157,11,31,4.41
33,6,1399,42,279,6.82
38,7,1235,32,247,6.65
31,6,2984,96,596,9.02
24,4,2057,85,411,8.04
37,7,3145,85,629,8.77
44,8,584,13,116,6.09
50,10,4968,99,993,9.97
13,2,1018,78,203,7.18
43,8,1554,36,310,7.02
22,4,1993,90,398,8.31
38,7,1871,49,374,7.33
12,2,284,23,56,5.05
32,6,2813,87,562,8.65
43,8,3997,92,799,9.28
14,2,527,37,105,5.47
47,9,1660,35,332,7.2
33,6,3064,92,612,8.83
34,6,111,3,22,5.23
14,2,280,20,56,4.79
23,4,1540,66,308,7.32
36,7,1031,28,206,6.52
50,10,2721,54,544,8.17
49,9,327,6,65,6.04
28,5,1474,52,294,6.99
30,6,2124,70,424,8.01
15,3,518,34,103,5.96
47,9,1376,29,275,6.96
39,7,1855,47,371,7.25
34,6,1319,38,263,6.65
15,3,915,61,183,7.04
31,6,2178,70,435,7.98
27,5,1986,73,397,7.86
18,3,330,18,66,5.11
28,5,2644,94,528,8.67
49,9,1814,37,362,7.27
33,6,785,23,157,6.07
35,7,916,26,183,6.44
40,8,3485,87,697,9.08
47,9,4638,98,927,9.73
34,6,547,16,109,5.76
12,2,681,56,136,6.4
45,9,1914,42,382,7.49
46,9,2460,53,492,7.93
23,4,1732,75,346,7.66
14,2,416,29,83,5.16
44,8,3001,68,600,8.3
34,6,2143,63,428,7.64
40,8,1133,28,226,6.72
24,4,585,24,117,5.59
47,9,3006,63,601,8.33
41,8,981,23,196,6.53
39,7,665,17,133,6.04
20,4,785,39,157,6.37
30,6,2061,68,412,7.93
43,8,2164,50,432,7.58
23,4,1755,76,351,7.71
46,9,1972,42,394,7.49
30,6,2880,96,576,9.04
25,5,924,36,184,6.45
29,5,162,5,32,5.07
25,5,514,20,102,5.8
49,9,313,6,62,6.03
39,7,2567,65,513,7.97
40,8,3563,89,712,9.16
42,8,2780,66,556,8.23
48,9,399,8,79,6.1
13,2,1109,85,221,7.46
36,7,3419,94,683,9.16
40,8,922,23,184,6.52
27,5,2624,97,524,8.81
45,9,1834,40,366,7.41
31,6,2141,69,428,7.94
32,6,2961,92,592,8.84
48,9,1618,33,323,7.13
12,2,351,29,70,5.31
12,2,835,69,167,6.92
20,4,597,29,119,5.97
26,5,131,5,26,5.15
26,5,418,16,83,5.59
35,7,375,10,75,5.81
26,5,476,18,95,5.69
32,6,2191,68,438,7.88
43,8,1995,46,399,7.43
30,6,2620,87,524,8.69
37,7,1521,41,304,7.01
20,4,1641,82,328,8.08
26,5,845,32,169,6.25
30,6,2302,76,460,8.25
45,9,882,19,176,6.57
50,10,1136,22,227,6.89
34,6,3131,92,626,8.81
15,3,636,42,127,6.28
34,6,3057,89,611,8.7
40,8,3410,85,682,9.0
10,2,300,30,60,5.6
14,2,1215,86,243,7.44
27,5,1440,53,288,7.06
27,5,2003,74,400,7.89
10,2,374,37,74,5.87
27,5,1028,38,205,6.45
15,3,1195,79,239,7.77
44,8,1784,40,356,7.18
17,3,850,50,170,6.44
19,3,652,34,130,5.7
34,6,1218,35,243,6.54
47,9,347,7,69,6.07
27,5,1974,73,394,7.85
38,7,2102,55,420,7.57
20,4,416,20,83,5.61
39,7,2299,58,459,7.69
13,2,640,49,128,6.02
39,7,862,22,172,6.23
47,9,1584,33,316,7.12
24,4,2379,99,475,8.59
44,8,3988,90,797,9.19
18,3,321,17,64,5.08
19,3,1115,58,223,6.67
37,7,3471,93,694,9.11
24,4,2257,94,451,8.39
12,2,438,36,87,5.58
29,5,1601,55,320,7.09
46,9,3567,77,713,8.89
28,5,195,6,39,5.17
32,6,1917,59,383,7.53
41,8,1891,46,378,7.43
29,5,2524,87,504,8.36
13,2,118,9,23,4.37
36,7,3286,91,657,9.03
48,9,3152,65,630,8.41
29,5,277,9,55,5.24
13,2,708,54,141,6.22
35,7,2207,63,441,7.92
12,2,813,67,162,6.83
12,2,913,76,182,7.18
11,2,763,69,152,7.02
27,5,1338,49,267,6.9
22,4,1211,55,242,6.9
33,6,446,13,89,5.66
49,9,2603,53,520,7.92
34,6,1669,49,333,7.08
38,7,742,19,148,6.13
35,7,2965,84,593,8.77
22,4,991,45,198,6.5
24,4,2121,88,424,8.15
28,5,531,18,106,5.64
20,4,680,34,136,6.16
35,7,2997,85,599,8.81
35,7,3406,97,681,9.29
26,5,228,8,45,5.27
36,7,1928,53,385,7.51
23,4,549,23,109,5.58
48,9,3722,77,744,8.88
25,5,2074,82,414,8.3
49,9,634,12,126,6.28
22,4,1655,75,331,7.7
40,8,2998,74,599,8.58
16,3,731,45,146,6.33
