commits,commits_per_month,changes,changes_per_commit,changes_per_month,grade
85,14,1508,17,251,5.47
31,5,800,25,133,2.33
95,15,2307,24,384,6.87
92,15,1701,18,283,5.99
52,8,1764,33,294,4.41
73,12,1970,26,328,5.6
100,16,2284,22,380,7.06
45,7,1331,29,221,3.57
21,3,2739,130,456,4.53
78,13,105,1,17,3.32
82,13,2442,29,407,6.54
44,7,1306,29,217,3.51
48,8,2159,44,359,4.86
33,5,225,6,37,1.59
98,16,2707,27,451,7.59
95,15,1010,10,168,5.13
55,9,2097,38,349,5.04
33,5,2798,84,466,5.07
12,2,911,75,151,1.75
54,9,152,2,25,2.41
37,6,1518,41,253,3.54
5,0,2522,504,420,3.8
76,12,1554,20,259,5.11
47,7,520,11,86,2.51
70,11,994,14,165,4.11
1,0,799,799,133,1.62
20,3,2582,129,430,4.3
49,8,2387,48,397,5.19
86,14,1763,20,293,5.83
28,4,149,5,24,1.26
99,16,2436,24,406,7.24
17,2,1680,98,280,2.9
99,16,2004,20,334,6.67
86,14,852,9,142,4.61
53,8,2994,56,499,6.09
79,13,2363,29,393,6.37
74,12,1571,21,261,5.09
32,5,549,17,91,2.01
23,3,1695,73,282,3.14
48,8,545,11,90,2.69
42,7,1611,38,268,3.89
50,8,1440,28,240,3.94
5,0,1315,263,219,2.03
35,5,2396,68,399,4.56
95,15,2348,24,391,6.92
22,3,2942,133,490,4.83
47,7,1817,38,302,4.26
77,12,2404,31,400,6.26
15,2,347,23,57,1.02
15,2,295,19,49,0.96
22,3,1775,80,295,3.23
84,14,1934,23,322,6.02
52,8,1013,19,168,3.4
72,12,2710,37,451,6.58
76,12,2998,39,499,7.04
85,14,105,1,17,3.59
100,16,499,4,83,4.67
58,9,1118,19,186,3.79
44,7,2816,64,469,5.55
13,2,2099,161,349,3.41
42,7,2822,67,470,5.52
11,1,1367,124,227,2.25
82,13,963,11,160,4.55
8,1,259,32,43,0.65
39,6,462,11,77,2.15
35,5,1546,44,257,3.41
89,14,1523,17,253,5.57
50,8,2346,46,391,5.16
17,2,2822,166,470,4.46
57,9,1864,32,310,4.77
24,4,539,22,89,1.71
45,7,851,18,141,2.92
39,6,2622,67,437,5.07
35,5,2551,72,425,4.77
1,0,2016,2016,336,4.07
21,3,1567,74,261,2.93
100,16,2700,27,450,7.62
90,15,1569,17,261,5.78
5,0,2987,597,497,4.48
77,12,1925,25,320,5.62
29,4,2843,98,473,4.93
88,14,1139,12,189,5.03
48,8,1433,29,238,3.89
50,8,1986,39,331,4.67
56,9,1830,32,305,4.71
83,13,1263,15,210,4.98
88,14,773,8,128,4.54
99,16,1602,16,267,6.13
21,3,806,38,134,1.89
48,8,2029,42,338,4.69
22,3,484,22,80,1.47
25,4,2350,94,391,4.19
28,4,2280,81,380,4.15
42,7,180,4,30,1.96
59,9,2685,45,447,5.91
60,10,1740,29,290,4.79
70,11,109,1,18,2.92
79,13,1809,22,301,5.63
19,3,2082,109,347,3.6
58,9,2220,38,370,5.27
58,9,521,8,86,2.98
25,4,791,31,131,2.07
15,2,493,32,82,1.23
85,14,2677,31,446,7.04
86,14,656,7,109,4.35
32,5,391,12,65,1.79
41,6,1046,25,174,2.98
25,4,1977,79,329,3.69
89,14,342,3,57,3.99
48,8,153,3,25,2.16
19,3,2012,105,335,3.51
21,3,2890,137,481,4.74
82,13,2347,28,391,6.41
87,14,2119,24,353,6.33
99,16,2520,25,420,7.36
25,4,2348,93,391,4.19
65,10,304,4,50,2.96
61,10,2803,45,467,6.24
27,4,468,17,78,1.68
66,11,2145,32,357,5.57
43,7,1751,40,291,4.09
28,4,1116,39,186,2.57
24,4,2162,90,360,3.92
8,1,1560,195,260,2.5
26,4,2575,99,429,4.52
77,12,1742,22,290,5.38
94,15,1057,11,176,5.17
3,0,2592,864,432,4.1
34,5,2955,86,492,5.3
77,12,1473,19,245,5.01
100,16,1564,15,260,6.09
47,7,410,8,68,2.37
22,3,743,33,123,1.82
9,1,2864,318,477,4.34
88,14,1989,22,331,6.17
2,0,2465,1232,410,4.15
9,1,1316,146,219,2.16
100,16,396,3,66,4.53
5,0,2515,503,419,3.79
36,6,641,17,106,2.33
80,13,2702,33,450,6.85
27,4,380,14,63,1.55
67,11,1697,25,282,4.99
92,15,2407,26,401,6.94
86,14,2202,25,367,6.42
16,2,1979,123,329,3.29
42,7,971,23,161,3.02
97,16,2323,23,387,7.05
36,6,2573,71,428,4.95
87,14,2038,23,339,6.22
29,4,919,31,153,2.33
23,3,2951,128,491,4.85
89,14,778,8,129,4.57
1,0,1319,1319,219,2.66
45,7,1652,36,275,4.0
22,3,735,33,122,1.82
88,14,819,9,136,4.61
85,14,2359,27,393,6.61
80,13,2740,34,456,6.9
98,16,1509,15,251,5.98
40,6,829,20,138,2.67
46,7,2161,46,360,4.71
54,9,1371,25,228,4.05
67,11,964,14,160,4.01
42,7,2649,63,441,5.29
30,5,2866,95,477,5.11
9,1,2127,236,354,3.3
89,14,552,6,92,4.27
96,16,758,7,126,4.93
49,8,2368,48,394,5.17
49,8,474,9,79,2.62
96,16,2127,22,354,6.77
54,9,2305,42,384,5.31
83,13,1558,18,259,5.37
76,12,406,5,67,3.56
64,10,2589,40,431,6.01
89,14,2172,24,362,6.44
30,5,2892,96,482,5.15
84,14,1952,23,325,6.05
67,11,2074,30,345,5.5
52,8,1058,20,176,3.46
97,16,1523,15,253,5.98
35,5,3000,85,500,5.38
13,2,1950,150,325,3.21
38,6,250,6,41,1.84
60,10,871,14,145,3.62
17,2,1420,83,236,2.54
50,8,2018,40,336,4.72
52,8,1087,20,181,3.5
68,11,737,10,122,3.72
63,10,2836,45,472,6.32
29,4,2143,73,357,3.99
95,15,2219,23,369,6.75
24,4,662,27,110,1.88
59,9,1649,27,274,4.52
64,10,2197,34,366,5.48
68,11,467,6,77,3.36
78,13,1465,18,244,5.15
85,14,1151,13,191,4.99
36,6,2356,65,392,4.65
74,12,435,5,72,3.56
97,16,2467,25,411,7.25
32,5,1170,36,195,2.85
58,9,1384,23,230,4.14
38,6,1201,31,200,3.13
81,13,2123,26,353,6.09
86,14,2248,26,374,6.48
30,5,716,23,119,2.19
95,15,2763,29,460,7.48
19,3,2542,133,423,4.23
34,5,190,5,31,1.56
90,15,192,2,32,3.93
1,0,2970,2970,495,5.98
10,1,2994,299,499,4.52
26,4,2436,93,406,4.33
29,4,758,26,126,2.11
41,6,1867,45,311,4.09
7,1,1380,197,230,2.24
72,12,2821,39,470,6.73
27,4,1419,52,236,2.97
19,3,588,30,98,1.56
38,6,443,11,73,2.1
11,1,282,25,47,0.74
86,14,138,1,23,3.65
49,8,2308,47,384,5.09
100,16,498,4,83,4.67
51,8,1023,20,170,3.4
27,4,333,12,55,1.49
25,4,1423,56,237,2.93
33,5,1476,44,246,3.28
40,6,2613,65,435,5.08
74,12,1382,18,230,4.83
75,12,2021,26,336,5.71
52,8,2852,54,475,5.88
42,7,2431,57,405,4.99
55,9,160,2,26,2.44
45,7,2014,44,335,4.49
29,4,620,21,103,1.92
46,7,1983,43,330,4.47
39,6,364,9,60,2.02
10,1,1293,129,215,2.13
90,15,689,7,114,4.6
87,14,2246,25,374,6.5
21,3,2130,101,355,3.7
52,8,1320,25,220,3.82
79,13,2977,37,496,7.2
6,1,1903,317,317,3.0
2,0,1746,873,291,2.96
59,9,725,12,120,3.28
56,9,1102,19,183,3.72
67,11,115,1,19,2.87
95,15,1951,20,325,6.39
92,15,970,10,161,5.01
75,12,2791,37,465,6.75
38,6,1821,47,303,3.97
64,10,1789,27,298,4.93
66,11,491,7,81,3.35
24,4,1976,82,329,3.67
32,5,338,10,56,1.72
96,16,1174,12,195,5.49
8,1,1611,201,268,2.57
96,16,1042,10,173,5.31
38,6,861,22,143,2.67
3,0,1270,423,211,2.04
55,9,848,15,141,3.36
14,2,2255,161,375,3.64
56,9,1977,35,329,4.9
84,14,458,5,76,4.04
75,12,1622,21,270,5.18
68,11,2182,32,363,5.66
10,1,2980,298,496,4.5
92,15,1907,20,317,6.27
6,1,1353,225,225,2.2
86,14,2514,29,419,6.84
46,7,1503,32,250,3.82
31,5,1596,51,266,3.41
55,9,350,6,58,2.69
32,5,1383,43,230,3.14
98,16,632,6,105,4.81
11,1,2212,201,368,3.43
33,5,961,29,160,2.59
44,7,628,14,104,2.6
34,5,1122,33,187,2.82
3,0,1568,522,261,2.5
36,6,2494,69,415,4.84
93,15,2573,27,428,7.18
38,6,1043,27,173,2.92
63,10,2468,39,411,5.83
26,4,1280,49,213,2.76
40,6,1615,40,269,3.73
72,12,1157,16,192,4.49
24,4,228,9,38,1.29
94,15,794,8,132,4.82
85,14,1135,13,189,4.97
16,2,1741,108,290,2.96
64,10,267,4,44,2.89
88,14,825,9,137,4.61
83,13,2827,34,471,7.08
79,13,1660,21,276,5.43
50,8,1120,22,186,3.51
21,3,549,26,91,1.54
88,14,967,10,161,4.81
72,12,2177,30,362,5.86
43,7,2346,54,391,4.9
89,14,2305,25,384,6.62
99,16,1180,11,196,5.56
79,13,1458,18,243,5.16
90,15,2003,22,333,6.36
78,13,1271,16,211,4.89
69,11,1054,15,175,4.17
18,3,238,13,39,1.06
17,2,1857,109,309,3.14
67,11,647,9,107,3.58
65,10,2873,44,478,6.41
97,16,732,7,122,4.92
86,14,757,8,126,4.48
14,2,1644,117,274,2.8
17,2,393,23,65,1.13
81,13,554,6,92,3.99
76,12,1710,22,285,5.31
64,10,862,13,143,3.69
46,7,151,3,25,2.0
33,5,2045,61,340,4.05
61,10,2196,36,366,5.42
51,8,1613,31,268,4.19
48,8,1962,40,327,4.6
100,16,846,8,141,5.13
7,1,2894,413,482,4.4
82,13,2275,27,379,6.32
5,0,1154,230,192,1.79
35,5,557,15,92,2.07
78,13,1213,15,202,4.81
17,2,264,15,44,0.95
23,3,2328,101,388,4.01
2,0,1428,714,238,2.42
70,11,2669,38,444,6.36
79,13,246,3,41,3.54
15,2,237,15,39,0.87
78,13,129,1,21,3.36
46,7,1968,42,328,4.45
99,16,2541,25,423,7.38
17,2,350,20,58,1.07
32,5,2414,75,402,4.53
37,6,617,16,102,2.32
60,10,1651,27,275,4.67
25,4,1103,44,183,2.5
51,8,901,17,150,3.23
12,2,740,61,123,1.52
55,9,2383,43,397,5.43
94,15,1355,14,225,5.57
85,14,807,9,134,4.53
9,1,2080,231,346,3.23
64,10,1855,28,309,5.02
67,11,273,4,45,3.08
22,3,783,35,130,1.88
52,8,1455,27,242,4.0
15,2,2020,134,336,3.33
68,11,675,9,112,3.64
86,14,1402,16,233,5.35
44,7,498,11,83,2.43
25,4,147,5,24,1.2
22,3,359,16,59,1.3
23,3,2489,108,414,4.22
10,1,1840,184,306,2.9
54,9,921,17,153,3.44
75,12,364,4,60,3.49
21,3,1872,89,312,3.35
53,8,322,6,53,2.49
20,3,1025,51,170,2.17
64,10,674,10,112,3.43
10,1,2773,277,462,4.21
57,9,1374,24,229,4.11
88,14,248,2,41,3.84
4,0,1723,430,287,2.67
74,12,2331,31,388,6.11
35,5,1626,46,271,3.52
17,2,1590,93,265,2.77
47,7,1725,36,287,4.14
42,7,1656,39,276,3.95
4,0,1126,281,187,1.77
73,12,1105,15,184,4.44
52,8,1083,20,180,3.5
50,8,554,11,92,2.74
26,4,152,5,25,1.22
74,12,1511,20,251,5.0
6,1,2810,468,468,4.31
9,1,2831,314,471,4.29
21,3,1323,63,220,2.6
26,4,1055,40,175,2.45
42,7,359,8,59,2.2
92,15,2582,28,430,7.18
36,6,1127,31,187,2.99
82,13,339,4,56,3.72
70,11,1355,19,225,4.59
66,11,2176,32,362,5.62
95,15,741,7,123,4.77
64,10,798,12,133,3.6
5,0,116,23,19,0.27
77,12,299,3,49,3.44
14,2,2860,204,476,4.48
20,3,2963,148,493,4.82
69,11,2303,33,383,5.84
30,5,344,11,57,1.69
92,15,147,1,24,3.91
1,0,407,407,67,0.83
87,14,1481,17,246,5.47
89,14,2457,27,409,6.82
92,15,663,7,110,4.6
7,1,1152,164,192,1.91
35,5,2893,82,482,5.24
9,1,374,41,62,0.83
15,2,1575,105,262,2.72
40,6,967,24,161,2.85
27,4,1380,51,230,2.91
99,16,1258,12,209,5.66
62,10,2695,43,449,6.11
22,3,1560,70,260,2.94
21,3,2578,122,429,4.31
66,11,769,11,128,3.73
44,7,1095,24,182,3.23
13,2,2525,194,420,4.0
97,16,2575,26,429,7.39
30,5,1943,64,323,3.86
42,7,2179,51,363,4.65
24,4,1629,67,271,3.2
57,9,1725,30,287,4.58
36,6,417,11,69,2.03
57,9,1501,26,250,4.28
21,3,956,45,159,2.1
79,13,724,9,120,4.17
61,10,1498,24,249,4.48
8,1,542,67,90,1.05
23,3,1899,82,316,3.42
49,8,839,17,139,3.11
71,11,1249,17,208,4.47
90,15,1224,13,204,5.32
13,2,2133,164,355,3.46
13,2,2647,203,441,4.18
26,4,2574,99,429,4.52
87,14,206,2,34,3.76
65,10,2122,32,353,5.4
69,11,1648,23,274,4.97
14,2,2802,200,467,4.4
82,13,2089,25,348,6.07
49,8,1300,26,216,3.73
41,6,1426,34,237,3.49
63,10,721,11,120,3.48
50,8,1493,29,248,4.01
19,3,1022,53,170,2.15
18,3,549,30,91,1.49
26,4,326,12,54,1.46
15,2,554,36,92,1.31
70,11,2521,36,420,6.16
56,9,800,14,133,3.32
40,6,1123,28,187,3.07
90,15,557,6,92,4.42
60,10,937,15,156,3.71
26,4,2130,81,355,3.91
41,6,1028,25,171,2.96
59,9,2044,34,340,5.05
92,15,1129,12,188,5.23
80,13,2850,35,475,7.05
66,11,2474,37,412,6.02
61,10,991,16,165,3.8
73,12,1874,25,312,5.47
91,15,2593,28,432,7.17
68,11,2007,29,334,5.43
27,4,2952,109,492,5.05
47,7,216,4,36,2.11
56,9,2843,50,473,6.07
95,15,926,9,154,5.01
4,0,2474,618,412,3.79
46,7,2401,52,400,5.03
89,14,1860,20,310,6.02
23,3,306,13,51,1.25
73,12,1585,21,264,5.09
34,5,2306,67,384,4.42
77,12,1999,25,333,5.72
91,15,1777,19,296,6.08
85,14,451,5,75,4.05
81,13,2583,31,430,6.71
72,12,304,4,50,3.35
43,7,283,6,47,2.12
14,2,798,57,133,1.63
51,8,2762,54,460,5.74
10,1,1197,119,199,2.0
38,6,422,11,70,2.08
42,7,1941,46,323,4.33
74,12,538,7,89,3.7
28,4,945,33,157,2.34
45,7,2935,65,489,5.73
39,6,1559,39,259,3.63
70,11,661,9,110,3.66
14,2,465,33,77,1.17
99,16,875,8,145,5.15
27,4,1975,73,329,3.72
83,13,921,11,153,4.52
21,3,526,25,87,1.51
47,7,1169,24,194,3.39
15,2,566,37,94,1.33
10,1,2604,260,434,3.97
37,6,2752,74,458,5.21
38,6,638,16,106,2.37
16,2,2570,160,428,4.1
83,13,2476,29,412,6.6
62,10,601,9,100,3.3
59,9,1507,25,251,4.33
100,16,526,5,87,4.7
67,11,2440,36,406,5.99
77,12,1882,24,313,5.56
54,9,1936,35,322,4.81
65,10,372,5,62,3.05
13,2,789,60,131,1.6
60,10,2511,41,418,5.82
2,0,2459,1229,409,4.14
37,6,1172,31,195,3.07
13,2,585,45,97,1.32
1,0,821,821,136,1.66
75,12,2232,29,372,6.0
80,13,713,8,118,4.18
20,3,1401,70,233,2.69
87,14,1851,21,308,5.97
26,4,1230,47,205,2.69
16,2,2725,170,454,4.32
63,10,2109,33,351,5.34
54,9,2664,49,444,5.79
40,6,1246,31,207,3.23
7,1,2379,339,396,3.66
36,6,2552,70,425,4.92
28,4,2573,91,428,4.55
80,13,634,7,105,4.07
47,7,153,3,25,2.02
67,11,2099,31,349,5.53
61,10,2554,41,425,5.9
32,5,212,6,35,1.55
31,5,707,22,117,2.2
10,1,2935,293,489,4.43
39,6,287,7,47,1.91
31,5,1103,35,183,2.74
51,8,403,7,67,2.56
12,2,283,23,47,0.88
32,5,2053,64,342,4.04
67,11,2195,32,365,5.66
48,8,1675,34,279,4.22
58,9,649,11,108,3.16
64,10,2362,36,393,5.7
78,13,493,6,82,3.85
15,2,2623,174,437,4.16
29,4,2419,83,403,4.36
71,11,2997,42,499,6.82
28,4,2948,105,491,5.06
40,6,220,5,36,1.84
84,14,1750,20,291,5.77
82,13,1032,12,172,4.65
65,10,401,6,66,3.09
41,6,2794,68,465,5.34
19,3,958,50,159,2.06
1,0,1691,1691,281,3.41
81,13,2509,30,418,6.61
25,4,758,30,126,2.03
64,10,2963,46,493,6.51
8,1,1946,243,324,3.04
29,4,786,27,131,2.15
43,7,1571,36,261,3.85
50,8,2178,43,363,4.93
71,11,2809,39,468,6.57
35,5,1072,30,178,2.77
77,12,2972,38,495,7.03
26,4,678,26,113,1.94
79,13,2958,37,493,7.17
14,2,1947,139,324,3.22
74,12,1304,17,217,4.73
65,10,1306,20,217,4.3
10,1,1755,175,292,2.78
64,10,1143,17,190,4.06
73,12,599,8,99,3.76
65,10,698,10,116,3.49
19,3,1451,76,241,2.74
52,8,1892,36,315,4.59
34,5,2846,83,474,5.15
10,1,325,32,54,0.78
30,5,366,12,61,1.72
76,12,1597,21,266,5.16
57,9,2172,38,362,5.19
55,9,733,13,122,3.21
93,15,938,10,156,4.99
32,5,2168,67,361,4.2
62,10,291,4,48,2.88
38,6,1146,30,191,3.06
35,5,2335,66,389,4.48
12,2,982,81,163,1.85
68,11,1284,18,214,4.46
33,5,460,13,76,1.9
57,9,1199,21,199,3.87
41,6,1067,26,177,3.01
83,13,1446,17,241,5.22
47,7,1096,23,182,3.29
97,16,2266,23,377,6.97
55,9,471,8,78,2.86
50,8,1787,35,297,4.4
16,2,300,18,50,0.98
83,13,449,5,74,3.88
67,11,2200,32,366,5.67
99,16,1919,19,319,6.55
87,14,2166,24,361,6.39
2,0,2760,1380,460,4.65
4,0,2865,716,477,4.38
57,9,428,7,71,2.84
26,4,2433,93,405,4.32
22,3,978,44,163,2.15
53,8,1201,22,200,3.68
40,6,2773,69,462,5.29
60,10,2590,43,431,5.93
36,6,372,10,62,1.97
79,13,1433,18,238,5.12
67,11,658,9,109,3.6
37,6,1250,33,208,3.18
97,16,1272,13,212,5.64
71,11,1414,19,235,4.69
95,15,211,2,35,4.06
98,16,2790,28,465,7.7
10,1,1654,165,275,2.64
36,6,1928,53,321,4.08
72,12,2083,28,347,5.74
66,11,712,10,118,3.65
49,8,2369,48,394,5.17
63,10,2632,41,438,6.04
66,11,555,8,92,3.44
100,16,2051,20,341,6.74
99,16,2428,24,404,7.23
72,12,1503,20,250,4.96
99,16,1560,15,260,6.07
16,2,2760,172,460,4.37
73,12,2864,39,477,6.8
98,16,2492,25,415,7.3
86,14,219,2,36,3.76
82,13,243,2,40,3.59
32,5,261,8,43,1.62
67,11,2190,32,365,5.66
1,0,1039,1039,173,2.1
60,10,1667,27,277,4.69
97,16,823,8,137,5.04
43,7,2854,66,475,5.58
26,4,2101,80,350,3.87
18,3,2428,134,404,4.06
96,16,2016,21,336,6.62
75,12,2675,35,445,6.59
71,11,2291,32,381,5.87
13,2,1480,113,246,2.56
37,6,1399,37,233,3.38
71,11,2831,39,471,6.59
19,3,1832,96,305,3.26
43,7,2107,49,351,4.58
42,7,2347,55,391,4.88
16,2,1856,116,309,3.12
38,6,2486,65,414,4.87
72,12,2272,31,378,5.99
52,8,1671,32,278,4.29
33,5,1606,48,267,3.46
21,3,1483,70,247,2.82
35,5,765,21,127,2.36
73,12,1415,19,235,4.86
81,13,2298,28,383,6.33
35,5,790,22,131,2.39
79,13,1416,17,236,5.1
66,11,267,4,44,3.05
35,5,226,6,37,1.63
62,10,2254,36,375,5.52
23,3,1163,50,193,2.42
3,0,2759,919,459,4.35
53,8,1961,37,326,4.7
64,10,1716,26,286,4.84
17,2,2230,131,371,3.65
21,3,772,36,128,1.85
59,9,829,14,138,3.42
61,10,778,12,129,3.51
8,1,2711,338,451,4.12
13,2,558,42,93,1.28
8,1,531,66,88,1.04
58,9,251,4,41,2.62
100,16,1487,14,247,5.99
99,16,1788,18,298,6.38
79,13,2296,29,382,6.28
82,13,1061,12,176,4.68
43,7,1051,24,175,3.15
57,9,2272,39,378,5.32
62,10,1790,28,298,4.89
8,1,2704,338,450,4.12
44,7,1271,28,211,3.47
11,1,2143,194,357,3.33
94,15,2955,31,492,7.71
31,5,166,5,27,1.47
24,4,2637,109,439,4.57
18,3,1061,58,176,2.19
84,14,2299,27,383,6.51
85,14,262,3,43,3.8
30,5,183,6,30,1.47
70,11,2063,29,343,5.54
98,16,174,1,29,4.19
8,1,2078,259,346,3.23
95,15,1509,15,251,5.8
29,4,869,29,144,2.25
39,6,2211,56,368,4.51
66,11,1655,25,275,4.92
96,16,440,4,73,4.51
43,7,2258,52,376,4.78
92,15,2183,23,363,6.64
68,11,1521,22,253,4.78
58,9,144,2,24,2.48
55,9,806,14,134,3.31
88,14,226,2,37,3.81
12,2,617,51,102,1.34
10,1,288,28,48,0.73
65,10,138,2,23,2.74
31,5,684,22,114,2.17
72,12,774,10,129,3.98
19,3,1298,68,216,2.53
67,11,1542,23,257,4.79
12,2,1038,86,173,1.93
14,2,1391,99,231,2.45
96,16,1138,11,189,5.44
22,3,449,20,74,1.42
93,15,1136,12,189,5.26
54,9,973,18,162,3.51
55,9,1014,18,169,3.59
10,1,551,55,91,1.09
41,6,484,11,80,2.22
94,15,741,7,123,4.75
83,13,1037,12,172,4.67
61,10,2719,44,453,6.12
42,7,2183,51,363,4.66
34,5,159,4,26,1.52
96,16,911,9,151,5.14
8,1,1123,140,187,1.88
20,3,1747,87,291,3.16
15,2,413,27,68,1.12
89,14,1702,19,283,5.81
87,14,695,7,115,4.42
31,5,2596,83,432,4.76
49,8,2686,54,447,5.6
45,7,362,8,60,2.26
94,15,399,4,66,4.29
15,2,1118,74,186,2.09
17,2,1544,90,257,2.71
77,12,864,11,144,4.2
99,16,2966,29,494,7.95
52,8,517,9,86,2.73
6,1,2819,469,469,4.32
10,1,1476,147,246,2.39
23,3,2678,116,446,4.48
32,5,2133,66,355,4.15
42,7,2854,67,475,5.56
12,2,1288,107,214,2.28
89,14,2778,31,463,7.25
96,16,428,4,71,4.49
62,10,1279,20,213,4.21
61,10,570,9,95,3.24
37,6,2755,74,459,5.21
23,3,2891,125,481,4.77
19,3,544,28,90,1.5
78,13,2348,30,391,6.33
54,9,1298,24,216,3.95
87,14,278,3,46,3.86
87,14,2657,30,442,7.05
74,12,1270,17,211,4.68
96,16,2954,30,492,7.88
29,4,439,15,73,1.67
89,14,2215,24,369,6.5
60,10,374,6,62,2.95
39,6,279,7,46,1.9
15,2,865,57,144,1.74
62,10,2749,44,458,6.18
30,5,1091,36,181,2.7
42,7,2182,51,363,4.66
2,0,2656,1328,442,4.47
23,3,318,13,53,1.27
34,5,1741,51,290,3.66
33,5,286,8,47,1.67
77,12,2272,29,378,6.09
8,1,2196,274,366,3.4
90,15,764,8,127,4.7
47,7,736,15,122,2.8
88,14,457,5,76,4.12
21,3,588,28,98,1.6
87,14,1063,12,177,4.91
99,16,1530,15,255,6.03
1,0,735,735,122,1.49
66,11,629,9,104,3.54
100,16,2845,28,474,7.81
64,10,2699,42,449,6.15
43,7,193,4,32,1.99
81,13,2069,25,344,6.02
79,13,1297,16,216,4.94
83,13,1128,13,188,4.8
18,3,476,26,79,1.39
4,0,2205,551,367,3.39
70,11,2734,39,455,6.44
17,2,1135,66,189,2.15
91,15,1859,20,309,6.18
33,5,156,4,26,1.5
14,2,583,41,97,1.33
13,2,1278,98,213,2.28
44,7,921,20,153,2.99
37,6,1715,46,285,3.8
33,5,2096,63,349,4.12
84,14,1442,17,240,5.36
83,13,1193,14,198,4.88
60,10,2629,43,438,5.98
27,4,1164,43,194,2.62
42,7,220,5,36,2.01
48,8,2791,58,465,5.72
42,7,280,6,46,2.09
29,4,2997,103,499,5.14
31,5,2370,76,395,4.46
98,16,1196,12,199,5.56
68,11,1600,23,266,4.88
13,2,1501,115,250,2.59
62,10,1652,26,275,4.71
48,8,1525,31,254,4.01
45,7,479,10,79,2.42
100,16,1394,13,232,5.87
100,16,641,6,106,4.86
85,14,1355,15,225,5.26
54,9,505,9,84,2.88
33,5,2148,65,358,4.19
34,5,1958,57,326,3.95
87,14,1416,16,236,5.39
72,12,1013,14,168,4.3
80,13,1145,14,190,4.76
19,3,1478,77,246,2.78
92,15,687,7,114,4.63
76,12,489,6,81,3.67
87,14,746,8,124,4.49
2,0,177,88,29,0.33
20,3,2851,142,475,4.67
68,11,375,5,62,3.24
80,13,386,4,64,3.74
55,9,2321,42,386,5.34
91,15,896,9,149,4.89
68,11,2968,43,494,6.72
35,5,305,8,50,1.73
30,5,2574,85,429,4.71
73,12,2344,32,390,6.1
5,0,1853,370,308,2.82
89,14,176,1,29,3.76
91,15,453,4,75,4.3
67,11,2242,33,373,5.72
76,12,1615,21,269,5.19
38,6,2290,60,381,4.6
88,14,793,9,132,4.57
29,4,2649,91,441,4.67
2,0,2106,1053,351,3.56
6,1,876,146,146,1.51
46,7,2591,56,431,5.28
10,1,2639,263,439,4.02
81,13,910,11,151,4.46
36,6,225,6,37,1.77
81,13,252,3,42,3.58
97,16,2003,20,333,6.62
66,11,2720,41,453,6.35
83,13,2295,27,382,6.36
29,4,2819,97,469,4.9
44,7,727,16,121,2.73
26,4,524,20,87,1.73
88,14,1129,12,188,5.02
80,13,1364,17,227,5.05
32,5,1881,58,313,3.81
76,12,755,9,125,4.03
58,9,388,6,64,2.8
62,10,572,9,95,3.26
78,13,2188,28,364,6.12
88,14,342,3,57,3.97
4,0,607,151,101,0.99
27,4,1983,73,330,3.73
53,8,2886,54,481,5.94
4,0,2465,616,410,3.78
4,0,2877,719,479,4.4
39,6,509,13,84,2.21
39,6,974,24,162,2.84
29,4,2820,97,470,4.91
37,6,1858,50,309,4.0
77,12,2056,26,342,5.8
100,16,180,1,30,4.24
39,6,1528,39,254,3.59
28,4,1049,37,174,2.48
31,5,887,28,147,2.44
84,14,1250,14,208,5.1
68,11,2227,32,371,5.73
84,14,1433,17,238,5.35
76,12,1568,20,261,5.12
59,9,343,5,57,2.77
27,4,2245,83,374,4.09
72,12,1199,16,199,4.55
90,15,468,5,78,4.3
38,6,2866,75,477,5.38
16,2,2903,181,483,4.56
6,1,2600,433,433,4.0
55,9,1067,19,177,3.66
14,2,383,27,63,1.06
72,12,746,10,124,3.94
93,15,2176,23,362,6.65
6,1,871,145,145,1.5
38,6,288,7,48,1.9
5,0,686,137,114,1.11
69,11,427,6,71,3.33
29,4,1957,67,326,3.73
22,3,1426,64,237,2.76
96,16,669,6,111,4.81
19,3,192,10,32,1.02
92,15,919,9,153,4.95
58,9,1001,17,166,3.63
14,2,1284,91,214,2.3
65,10,1413,21,235,4.45
53,8,453,8,75,2.67
10,1,2454,245,409,3.76
36,6,1843,51,307,3.96
59,9,2431,41,405,5.57
49,8,597,12,99,2.78
33,5,1532,46,255,3.36
35,5,840,24,140,2.46
54,9,229,4,38,2.51
15,2,2197,146,366,3.58
5,0,127,25,21,0.29
75,12,1287,17,214,4.73
27,4,586,21,97,1.83
100,16,725,7,120,4.97
67,11,1685,25,280,4.98
3,0,1594,531,265,2.54
65,10,2254,34,375,5.58
95,15,1751,18,291,6.12
44,7,1246,28,207,3.43
38,6,261,6,43,1.86
95,15,2421,25,403,7.02
56,9,421,7,70,2.81
21,3,2233,106,372,3.84
67,11,1379,20,229,4.56
49,8,1259,25,209,3.67
1,0,2641,2641,440,5.32
80,13,1910,23,318,5.79
31,5,138,4,23,1.43
65,10,2163,33,360,5.45
1,0,2517,2517,419,5.07
11,1,2521,229,420,3.86
69,11,817,11,136,3.85
64,10,222,3,37,2.83
91,15,2310,25,385,6.79
82,13,2326,28,387,6.38
20,3,603,30,100,1.6
30,5,894,29,149,2.44
42,7,251,5,41,2.05
69,11,1958,28,326,5.38
40,6,1678,41,279,3.81
